'state_territory','county_name','county_web_link','founded','named_for','seat','largest_city','total_population','density','congressional_district'
'texas','washington_county','http://www.co.washington.tx.us','1837','george washington','brenham','brenham','35805','58/sqmi (22/km2)','10th'
'texas','webb_county','nan','nan','james webb','nan','laredo','267114','79/sqmi (31/km2)','nan'
'texas','wharton_county','http://www.co.wharton.tx.us','1846','william h. wharton and john austin wharton','wharton','el campo','41570','38/sqmi (15/km2)','27th'
'texas','wheeler_county','http://www.co.wheeler.tx.us','1879','nan','wheeler','shamrock','4990','5.5/sqmi (2.1/km2)','13th'
'texas','wichita_county','https://wichitacountytx.com/','february 1 1882','nan','wichita falls','wichita falls','129350','200/sqmi (79/km2)','13th'
'texas','wilbarger_county','http://www.co.wilbarger.tx.us','1881','josiah pugh wilbarger and mathias wilbarger','vernon','vernon','12887','13/sqmi (5.1/km2)','13th'
'texas','willacy_county','http://www.co.willacy.tx.us/','1912','john g. willacy','raymondville','raymondville','20164','26/sqmi (9.9/km2)','34th'
'texas','williamson_county','http://wilco.org','march 13 1848','robert mcalpin williamson','georgetown','round rock','609017','378/sqmi (146/km2)','31st'
'texas','wilson_county','http://www.co.wilson.tx.us','1860','james charles wilson','floresville','floresville','49753','62/sqmi (24/km2)','nan'
'texas','winkler_county','http://www.co.winkler.tx.us','1910','clinton mckamy winkler','kermit','kermit','7791 ','9.3/sqmi (3.6/km2)','23rd'
'texas','wise_county','http://www.co.wise.tx.us','1856','henry alexander wise','decatur','decatur','68632','74/sqmi (29/km2)','nan'
'texas','wood_county','http://www.mywoodcounty.com/','1850','george tyler wood','quitman','mineola','44843','64/sqmi (25/km2)','nan'
'texas','yoakum_county','http://www.co.yoakum.tx.us','1907','nan','plains','nan','7694','9.6/sqmi (3.7/km2)','19th'
'texas','young_county','http://www.co.young.tx.us','1874','nan','graham','graham','17867','19/sqmi (7.4/km2)','19th'
'texas','zapata_county','http://www.co.zapata.tx.us','january 22 1858','colonel josé antonio de zapata','zapata','nan','13889','13/sqmi (5.1/km2)','28th'
'texas','zavala_county','http://www.co.zavala.tx.us','1884','lorenzo de zavala','crystal city','crystal city','11677','9.0/sqmi (3.5/km2)','23rd'
'baker_island','nan','nan','nan','nan','nan','nan','nan','nan'
'howland_island','nan','nan','nan','nan','nan','nan','nan','nan'
'jarvis_island','nan','nan','nan','nan','nan','nan','nan','nan'
'johnston_atoll','https://www.fws.gov/refuge/johnston_atoll/','nan','captain charles james johnston hms cornwallis','nan','nan','0 (permanent residents)','nan','nan'
'kingman_reef','nan','nan','nan','nan','nan','nan','nan','nan'
'midway_atoll','nan','nan','nan','nan','nan','nan','nan','nan'
'navassa_island','nan','nan','nan','nan','nan','2.1sqmi (5.4km2)','nan','nan'
'palmyra_atoll','https://www.fws.gov/refuge/palmyra_atoll/','nan','american trading ship palmyra','nan','nan','4–20 staff and scientists','nan','nan'
'wake_island','nan','nan','nan','nan','nan','5.35sqmi (13.86km2)','nan','nan'
'utah','beaver_county','http://beaver.utah.gov','january 5 1856','north american beaver','beaver','beaver','7072','2.7/sqmi (1.1/km2)','2nd'
'utah','box_elder_county','http://www.boxeldercounty.org','january 5 1856','box elder tree','brigham city','brigham city','57666','8.6/sqmi (3.3/km2)','1st'
'utah','cache_county','http://www.cachecounty.org','january 5 1856 (created)april 4 1857 (organized)','fur trade','logan','logan','133154','110/sqmi (44/km2)','1st'
'utah','carbon_county','http://www.carbon.utah.gov','march 8 1894','abundant coal deposits','price','price','20412','14/sqmi (5.3/km2)','3rd'
'utah','daggett_county','http://www.daggettcounty.org/','january 7 1918','ellsworth daggett','manila','nan','935','1.3/sqmi (0.50/km2)','1st'
'utah','davis_county','http://www.daviscountyutah.gov','october 5 1850','daniel c. davis','farmington','layton','362679','570/sqmi (220/km2)','nan'
'utah','duchesne_county','http://duchesne.utah.gov/','january 4 1915 (proclaimed in effect)','duchesne river','duchesne','roosevelt','19596','6.0/sqmi (2.3/km2)','1st'
'utah','emery_county','http://www.emerycounty.com','february 12 1880','george w. emery','castle dale','huntington','9825','2.2/sqmi (0.85/km2)','3rd'
'utah','garfield_county','http://garfield.utah.gov','march 9 1882','james a. garfield','panguitch','panguitch','5083','0.98/sqmi (0.38/km2)','2nd'
'utah','grand_county','http://www.grandcountyutah.net','march 13 1890','grand river (now the colorado river)','moab','moab','9669','2.6/sqmi (1.0/km2)','3rd'
'utah','iron_county','http://www.ironcounty.net','january 31 1850 (created)january 17 1851 (organized)','iron mines','parowan','cedar city','57289','17/sqmi (6.7/km2)','2nd'
'utah','juab_county','http://www.co.juab.ut.us','march 3 1852','ute word for valley','nephi','nephi','11786','3.5/sqmi (1.3/km2)','2nd'
'utah','kane_county','http://kane.utah.gov','january 16 1864','thomas l. kane','kanab','kanab','7667','1.9/sqmi (0.72/km2)','2nd'
'utah','millard_county','https://www.millardcounty.org','october 4 1851','millard fillmore','fillmore','delta','12975','1.9/sqmi (0.73/km2)','2nd'
'utah','morgan_county','http://www.morgan-county.net','january 17 1862','jedediah morgan grant','morgan','morgan','12295','20/sqmi (7.8/km2)','1st'
'utah','piute_county','https://www.piuteutah.com/','january 16 1865','paiute native americans','junction','nan','1438','1.9/sqmi (0.72/km2)','2nd'
'utah','rich_county','http://www.richcountyut.org','january 16 1864 (created)may 5 1864 (organized)','charles c. rich','randolph','nan','2510','2.4/sqmi (0.9/km2)','1st'
'utah','salt_lake_county','http://slco.org','january 31 1850','great salt lake','salt lake city','salt lake city','1185238','1500/sqmi (570/km2)','nan'
'utah','san_juan_county','http://sanjuancounty.org','february 17 1880','san juan river','monticello','blanding','14518','1.8/sqmi (0.71/km2)','3rd'
'utah','sanpete_county','http://sanpete.com','january 31 1850','chief sanpitch','manti','ephraim','28437','18/sqmi (6.8/km2)','nan'
'utah','sevier_county','http://www.sevierutah.net','january 16 1865','sevier river','richfield','richfield','21522','11.3/sqmi (4.4/km2)','2nd'
'utah','summit_county','http://www.co.summit.ut.us','1854 (created)1861 (organized)','the summits of the mountains','coalville','park city','42357','23/sqmi (8.7/km2)','1st'
'utah','tooele_county','http://www.co.tooele.ut.us','january 31 1850 (created)june 10 1851 (organized)','nan','tooele','tooele','72698','10.0/sqmi (3.9/km2)','2nd'
'utah','uintah_county','http://www.co.uintah.ut.us','february 18 1880','ute tribe','vernal','vernal','35620','7.9/sqmi (3.1/km2)','1st'
'utah','utah_county','http://www.utahcounty.gov','january 31 1850 (created)april 18 1852 (organized)','ute tribe','provo','provo','659399','310/sqmi (120/km2)','nan'
'utah','wasatch_county','https://www.wasatch.utah.gov','1862','ute word for mountain pass','heber city','heber city','34788','29/sqmi (11/km2)','3rd'
'utah','washington_county','http://www.washco.state.ut.us','march 3 1852','george washington','st. george','st. george','180279','74/sqmi (29/km2)','2nd'
'utah','wayne_county','http://www.waynecountyutah.org','march 10 1892','wayne county tennessee','loa','nan','2486','1.0/sqmi (0.39/km2)','2nd'
'utah','weber_county','http://www.co.weber.ut.us/','january 31 1850 (created)march 3 1852 (organized)','weber river','ogden','ogden','262223','400/sqmi (150/km2)','1st'
'vermont','addison_county','http://www.addisoncounty.com/','1785','joseph addison','nan','nan','37363','46/sqmi (18/km2)','at-large'
'vermont','bennington_county','http://www.rpc.bennington.vt.us','1778','benning wentworth','nan','nan','37347','55/sqmi (21/km2)','at-large'
'vermont','caledonia_county','nan','1796','latin name for scotland','nan','nan','30233','46/sqmi (18/km2)','at-large'
'vermont','chittenden_county','nan','october 22 1787','thomas chittenden','nan','burlington','168323','270/sqmi (100/km2)','at-large'
'vermont','essex_county','nan','1800','essex','nan','nan','5920','8.8/sqmi (3.4/km2)','at-large'
'vermont','franklin_county','nan','december 1 1796','benjamin franklin','nan','st. albans','49946','72/sqmi (28/km2)','at-large'
'vermont','grand_isle_county','nan','1805','nan','nan','nan','7293','37/sqmi (14/km2)','at-large'
'vermont','lamoille_county','http://www.lcpcvt.org','1836','lamoille river','nan','nan','25945','56/sqmi (22/km2)','at-large'
'vermont','orange_county','nan','1781','william of orange (william iii of england)[1]','nan','nan','29277','42/sqmi (16/km2)','at-large'
'vermont','orleans_county','nan','1799','orléans','nan','derby','27393','38/sqmi (15/km2)','at-large'
'vermont','rutland_county','nan','1781','rutland massachusetts','nan','rutland','60572','64/sqmi (25/km2)','at-large'
'vermont','washington_county','nan','1811','george washington','nan','barre','59807','86/sqmi (33/km2)','at-large'
'vermont','windham_county','nan','1781','windham vermont which was named for windham connecticut[1]','nan','nan','45905','58/sqmi (22/km2)','at-large'
'vermont','windsor_county','http://www.swcrpc.org/','1781','windsor vermont which was named for windsor connecticut','nan','nan','57753','59/sqmi (23/km2)','at-large'
'u.s._virgin_islands','saint_croix_island','nan','nan','nan','nan','nan','nan','nan','nan'
'u.s._virgin_islands','saint_john_island','nan','nan','nan','nan','nan','nan','nan','nan'
'u.s._virgin_islands','saint_thomas_island','nan','nan','nan','nan','nan','nan','nan','nan'
'virginia','accomack_county','http://www.co.accomack.va.us','1671','nan','accomac','nan','33413','26/sqmi (9.8/km2)','2nd'
'virginia','albemarle_county','http://www.albemarle.org','1744','willem anne van keppel 2nd earl of albemarle[1]','charlottesville','nan','112395','150/sqmi (60/km2)','5th'
'virginia','alleghany_county','http://www.co.alleghany.va.us/','1822','alleghany mountains','covington','nan','15223','34/sqmi (13/km2)','9th'
'virginia','amelia_county','https://va-ameliacounty.civicplus.com','1735','princess amelia','amelia court house','nan','13265','37/sqmi (14/km2)','7th'
'virginia','amherst_county','http://www.countyofamherst.com','1761','jeffery amherst','amherst','nan','31307','65/sqmi (25/km2)','6th'
'virginia','appomattox_county','http://www.appomattoxcountyva.gov','1845','appomattox river','appomattox','nan','16119','48/sqmi (19/km2)','5th'
'virginia','arlington_county','http://www.arlingtonva.us/','february 27 1801','arlington house','nan','nan','238643','9200/sqmi (3500/km2)','8th'
'virginia','augusta_county','http://www.co.augusta.va.us/','1738','princess augusta of saxe-gotha','staunton','nan','77487','80/sqmi (31/km2)','6th'
'virginia','bath_county','http://www.bathcountyva.org','1790','bath england','warm springs','nan','4209','7.9/sqmi (3.0/km2)','6th'
'virginia','bedford_county','http://www.bedfordcountyva.gov','1754','john russell 4th duke of bedford','bedford','nan','79462','100/sqmi (40/km2)','nan'
'virginia','bland_county','http://www.blandcountyva.gov','1861','richard bland','bland','nan','6270','17/sqmi (6.7/km2)','9th'
'virginia','botetourt_county','https://botetourtva.gov/','1770','lord botetourt','fincastle','nan','33596','62/sqmi (24/km2)','6th'
'virginia','brunswick_county','http://www.brunswickco.com','1720','duchy of brunswick-lunenburg','lawrenceville','nan','15849','28/sqmi (11/km2)','5th'
'virginia','buchanan_county','http://www.buchanancountyonline.com/','1858','james buchanan','grundy','nan','20355','40/sqmi (16/km2)','9th'
'virginia','buckingham_county','http://www.buckinghamcountyva.org','1761','duke of buckingham','buckingham','nan','16824','29/sqmi (11/km2)','5th'
'virginia','campbell_county','http://www.co.campbell.va.us','1782','general william campbell','rustburg','nan','55696','110/sqmi (42/km2)','5th'
'virginia','caroline_county','http://www.co.caroline.va.us','1727','caroline of ansbach','bowling green','nan','30887','58/sqmi (22/km2)','1st'
'virginia','carroll_county','http://www.carrollcountyva.org','1842','charles carroll','hillsville','nan','29155','61/sqmi (24/km2)','9th'
'virginia','charles_city_county','http://www.co.charles-city.va.us','nan','nan','nan','nan','nan','nan','nan'
'virginia','charlotte_county','http://www.charlotteva.com/','1764','queen charlotte','charlotte court house','nan','11529','24/sqmi (9.3/km2)','5th'
'virginia','chesterfield_county','http://www.chesterfield.gov','may 25 1749','philip stanhope 4th earl of chesterfieldchesterfield derbyshire england','chesterfield court house','nan','364548','830/sqmi (320/km2)','nan'
'virginia','clarke_county','http://clarkecounty.gov','1836','george rogers clark','berryville','nan','14783','83/sqmi (32/km2)','10th'
'virginia','craig_county','http://www.craigcountyva.gov','1851','robert craig','new castle','nan','4892','15/sqmi (5.7/km2)','9th'
'virginia','culpeper_county','http://www.culpepercounty.gov','1749','thomas colepeper','culpeper','nan','52552','140/sqmi (53/km2)','7th'
'virginia','cumberland_county','http://www.cumberlandcounty.virginia.gov','1749','william augustus duke of cumberland','cumberland','nan','9675','32/sqmi (12/km2)','5th'
'virginia','dickenson_county','http://www.dickensonva.org','1880','william j. dickenson','clintwood','nan','14124','42/sqmi (16/km2)','9th'
'virginia','dinwiddie_county','http://www.dinwiddieva.us','1752','robert dinwiddie','dinwiddie','nan','27947','55/sqmi (21/km2)','4th'
'virginia','essex_county','http://www.essex-virginia.org','1692','nan','tappahannock','nan','10599','37/sqmi (14/km2)','1st'
'virginia','fairfax_county','http://www.fairfaxcounty.gov/','june 19 1742','thomas fairfax 6th lord fairfax of cameron','fairfax (independent city)1','nan','1150309','2800/sqmi (1100/km2)','nan'
'virginia','fauquier_county','nan','1759','francis fauquier','warrenton','nan','72972','110/sqmi (43/km2)','10th'
'virginia','floyd_county','http://www.floydcova.org','1831','john floyd','floyd','nan','15476 ','41/sqmi (16/km2)','9th'
'virginia','fluvanna_county','http://fluvannacounty.org/','1777','fluvanna river','palmyra','nan','27249','94/sqmi (36/km2)','5th'
'virginia','franklin_county','http://www.franklincountyva.gov/','1785','benjamin franklin','rocky mount','nan','54477 ','77/sqmi (30/km2)','5th'
'virginia','frederick_county','http://www.fcva.us','1743','frederick prince of wales','winchester','nan','91419','220/sqmi (85/km2)','10th'
'virginia','giles_county','http://www.virginiasmtnplayground.com','1806','william branch giles','pearisburg','nan','16787','47/sqmi (18/km2)','9th'
'virginia','gloucester_county','http://gloucesterva.info/','1651','henry stuart duke of gloucester','gloucester courthouse','nan','38711','130/sqmi (52/km2)','1st'
'virginia','goochland_county','http://www.co.goochland.va.us','1728[1]','sir william gooch','goochland','nan','24727','85/sqmi (33/km2)','7th'
'virginia','grayson_county','http://www.graysongovernment.com','1793','william grayson','independence','nan','15333','34/sqmi (13/km2)','9th'
'virginia','greene_county','http://www.gcva.us','1838','nathanael greene','stanardsville','nan','20552','130/sqmi (51/km2)','5th'
'virginia','greensville_county','http://www.greensvillecountyva.gov','1780','nan','emporia','nan','11391','38/sqmi (15/km2)','4th'
'virginia','halifax_county','https://www.halifaxcountyva.gov','1752','george montagu-dunk 2nd earl of halifax','halifax','nan','34022','41/sqmi (16/km2)','5th'
'virginia','hanover_county','http://www.co.hanover.va.us','1720','electorate of hanover','hanover courthouse','nan','109979','230/sqmi (90/km2)','1st'
'virginia','henrico_county','http://henrico.us','1611[1]','the settlement of henricus','laurel','tuckahoe','334389','1400/sqmi (530/km2)','nan'
'virginia','henry_county','http://www.co.henry.va.us','1777','patrick henry','martinsville','nan','50948','130/sqmi (51/km2)','9th'
'virginia','highland_county','http://www.highlandcova.org','1847','nan','monterey','nan','2232','5.4/sqmi (2.1/km2)','6th'
'virginia','isle_of_wight_county','http://www.co.isle-of-wight.va.us','1634','isle of wight','isle of wight','nan','38606','110/sqmi (41/km2)','3rd'
'virginia','james_city_county','http://www.jamescitycountyva.gov','1619 (as james cittie)','james i of england','williamsburg','nan','78254','440/sqmi (170/km2)','nan'
'virginia','king_and_queen_county','http://www.kingandqueenco.net','1691','william iii and mary ii of england','king and queen court house','nan','6608','20/sqmi (7.8/km2)','1st'
'virginia','king_george_county','http://www.kinggeorgecountyva.gov','1720','george i','king george','nan','26723','140/sqmi (55/km2)','1st'
'virginia','king_william_county','http://www.kingwilliamcounty.us/','1702','william iii','king william','nan','17810','62/sqmi (24/km2)','1st'
'virginia','lancaster_county','http://www.lancova.com','1651','nan','lancaster','nan','10919','47/sqmi (18/km2)','1st'
'virginia','lee_county','http://www.leecova.org','october 25 1792','light horse harry lee','jonesville','nan','22173 ','nan','9th'
'virginia','loudoun_county','http://www.loudoun.gov/','1757','john campbell 4th earl of loudoun[2]','leesburg','nan','420959','810/sqmi (310/km2)','10th'
'virginia','louisa_county','http://www.louisacounty.com','1742','louise of great britain','louisa','nan','37596','74/sqmi (28/km2)','7th'
'virginia','lunenburg_county','http://www.lunenburgva.org','1746','brunswick-lüneburg','lunenburg','nan','11936','28/sqmi (11/km2)','5th'
'virginia','madison_county','http://www.madisonco.virginia.gov','1792','madison family','madison','nan','13837','43/sqmi (17/km2)','5th'
'virginia','mathews_county','http://www.co.mathews.va.us','1791','nan','mathews','nan','8533','34/sqmi (13/km2)','1st'
'virginia','mecklenburg_county','http://www.mecklenburgva.com','1765','charlotte of mecklenburg-strelitz','boydton','nan','30319','45/sqmi (17/km2)','5th'
'virginia','middlesex_county','http://www.co.middlesex.va.us','1668','middlesex england','saluda','nan','10625','50/sqmi (19/km2)','1st'
'virginia','montgomery_county','http://www.montva.com','1772','richard montgomery','christiansburg','nan','99721 ','256/sqmi (99/km2)','9th'
'virginia','nelson_county','http://www.nelsoncounty-va.gov','1807','thomas nelson jr.','lovingston','nan','14775','31/sqmi (12/km2)','5th'
'virginia','new_kent_county','http://www.co.new-kent.va.us','1654','kent england','new kent','nan','22945','100/sqmi (40/km2)','1st'
'virginia','northampton_county','https://www.co.northampton.va.us/','1634','nan','eastville','nan','12282','15/sqmi (6.0/km2)','2nd'
'virginia','northumberland_county','http://www.co.northumberland.va.us','1648','nan','heathsville','nan','11839','41/sqmi (16/km2)','1st'
'virginia','nottoway_county','http://www.nottoway.org','1789','nottoway people','nottoway','nan','15642','50/sqmi (19/km2)','7th'
'virginia','orange_county','http://orangecountyva.gov','nan','nan','nan','nan','nan','nan','nan'
'virginia','page_county','http://www.pagecounty.virginia.gov/','1831','john page','luray','nan','23709','76/sqmi (29/km2)','6th'
'virginia','patrick_county','http://www.co.patrick.va.us','1791','patrick henry','stuart','nan','17608','36/sqmi (14/km2)','9th'
'virginia','pittsylvania_county','http://www.pittsylvaniacountyva.gov','1767','william pitt','chatham','nan','60501','62/sqmi (24/km2)','5th'
'virginia','powhatan_county','http://www.powhatanva.gov','1777','powhatan','powhatan','nan','30033','110/sqmi (44/km2)','7th'
'virginia','prince_edward_county','http://www.co.prince-edward.va.us','1754','prince edward duke of york and albany','farmville','nan','21849','62/sqmi (24/km2)','5th'
'virginia','prince_george_county','http://www.princegeorgeva.org','1703','prince george of denmark','prince george','nan','43010','150/sqmi (59/km2)','4th'
'virginia','prince_william_county','http://www.pwcgov.org/','1731','prince william duke of cumberland','nan','woodbridge','482204','1400/sqmi (540/km2)','nan'
'virginia','pulaski_county','http://www.pulaskicounty.org','1839','casimir pulaski','pulaski','nan','33800 ','100/sqmi (40/km2)','9th'
'virginia','rappahannock_county','http://rappahannockcountyva.gov','1833','rappahannock river','washington','nan','7348','28/sqmi (11/km2)','5th'
'virginia','richmond_county','http://www.co.richmond.va.us','1692','richmond london orcharles lennox','warsaw','nan','8923','41/sqmi (16/km2)','1st'
'virginia','roanoke_county','http://www.roanokecountyva.gov','march 30 1838','roanoke river','salem','nan','96929','390/sqmi (150/km2)','nan'
'virginia','rockbridge_county','http://www.co.rockbridge.va.us','october 1777 (established)1778 (organized)','natural bridge','lexington','nan','22650','38/sqmi (15/km2)','6th'
'virginia','rockingham_county','http://www.rockinghamcountyva.gov/','1778','charles watson-wentworth','harrisonburg','nan','83757','98/sqmi (38/km2)','6th'
'virginia','russell_county','http://www.russellcountyva.us/','january 2 1786','william russell','lebanon','nan','25781','54/sqmi (21/km2)','9th'
'virginia','scott_county','http://www.scottcountyva.com','november 24 1814','winfield scott','gate city','nan','21576 ','nan','9th'
'virginia','shenandoah_county','http://www.shenandoahcountyva.us/','1772','shenandoah river','woodstock','nan','44186','86/sqmi (33/km2)','6th'
'virginia','smyth_county','http://www.smythcounty.org','1832','alexander smyth','marion','nan','29800','66/sqmi (25/km2)','9th'
'virginia','southampton_county','http://www.southamptoncounty.org','1749','either southampton england or henry wriothesley 3rd earl of southampton','courtland','nan','17996','30/sqmi (12/km2)','4th'
'virginia','spotsylvania_county','http://www.spotsylvania.va.us/','1721','alexander spotswood','spotsylvania courthouse','nan','140032','340/sqmi (130/km2)','nan'
'virginia','stafford_county','http://staffordcountyva.gov','1664','staffordshire england','stafford','nan','156927','560/sqmi (220/km2)','1st'
'virginia','surry_county','http://www.surrycountyva.gov','1652','surrey','surry','nan','6561','21/sqmi (8.2/km2)','4th'
'virginia','sussex_county','http://www.sussexcountyva.gov','1754','sussex england','sussex','nan','10829','22/sqmi (8.5/km2)','4th'
'virginia','tazewell_county','http://tazewellcountyva.org/','december 20 1799','henry tazewell','tazewell','nan','40429','78/sqmi (30/km2)','9th'
'virginia','warren_county','http://www.warrencountyva.net','1836','joseph warren','front royal','nan','40727','190/sqmi (72/km2)','6th'
'virginia','washington_county','http://www.washcova.com','1776','george washington','abingdon','nan','53935','95/sqmi (37/km2)','9th'
'virginia','westmoreland_county','http://www.westmoreland-county.org/','nan','nan','nan','nan','nan','nan','nan'
'virginia','wise_county','http://www.wisecounty.org','1856','henry a. wise','wise','nan','36130 ','nan','9th'
'virginia','wythe_county','http://www.wytheco.org','1790','george wythe','wytheville','nan','28290','61/sqmi (23/km2)','9th'
'virginia','york_county','http://www.yorkcounty.gov','1634','york','yorktown','nan','70045','330/sqmi (130/km2)','2nd'
'virginia','city_of_alexandria','http://www.alexandriava.gov','1749','nan','nan','nan','159467','10000/sqmi (4000/km2)','nan'
'virginia','city_of_bristol','http://www.bristolva.org','nan','nan','nan','nan','17219','1300/sqmi (510/km2)','nan'
'virginia','city_of_buena_vista','http://www.buenavistavirginia.org','nan','nan','nan','nan','6641','1000/sqmi (390/km2)','nan'
'virginia','city_of_charlottesville','http://www.charlottesville.gov/','1762','charlotte of mecklenburg-strelitz','nan','nan','nan','4541.76/sqmi (1753.41/km2)','nan'
'virginia','city_of_chesapeake','nan','1963 (1919 as south norfolk 1634 as norfolk county virginia)','nan','nan','nan','nan','710/sqmi (270/km2)','nan'
'virginia','city_of_colonial_heights','http://www.colonialheightsva.gov','nan','nan','nan','nan','nan','2300/sqmi (900/km2)','nan'
'virginia','city_of_covington','https://covington.va.us/','nan','nan','nan','nan','5737','1000/sqmi (390/km2)','nan'
'virginia','city_of_danville','http://www.danville-va.gov','nan','nan','nan','nan','42590','970/sqmi (380/km2)','nan'
'virginia','city_of_emporia','nan','nan','nan','nan','nan','5766','830/sqmi (320/km2)','nan'
'virginia','city_of_fairfax','http://www.fairfaxva.gov','1869','nan','nan','nan','24146','3900/sqmi (1500/km2)','nan'
'virginia','city_of_falls_church','http://fallschurchva.gov','nan','nan','nan','nan','14658','7200/sqmi (2800/km2)','nan'
'virginia','city_of_franklin','http://www.franklinva.com','nan','nan','nan','nan','8180','980/sqmi (380/km2)','nan'
'virginia','city_of_fredericksburg','http://www.fredericksburgva.gov','1728','frederick prince of wales','nan','nan','nan','2700/sqmi (1000/km2)','nan'
'virginia','city_of_galax','http://www.galaxva.com','nan','nan','nan','nan','6720','810/sqmi (310/km2)','nan'
'virginia','city_of_hampton','nan','nan','nan','nan','nan','nan','2665.14/sqmi (1029.02/km2)','nan'
'virginia','city_of_harrisonburg','nan','nan','nan','nan','nan','nan','nan','nan'
'virginia','city_of_hopewell','nan','nan','nan','nan','nan','nan','2100/sqmi (820/km2)','nan'
'virginia','city_of_lexington','http://www.lexingtonvirginia.com/','nan','nan','nan','nan','7320','2900/sqmi (1100/km2)','nan'
'virginia','city_of_lynchburg','http://lynchburgva.gov','1786','john lynch','nan','nan','nan','1600/sqmi (620/km2)','nan'
'virginia','city_of_manassas','nan','nan','manasseh of judah','nan','nan','42772','4300/sqmi (1700/km2)','nan'
'virginia','city_of_manassas_park','nan','nan','manassas virginia','nan','nan','17219','5682.84/sqmi (2194.16/km2)','nan'
'virginia','city_of_martinsville','nan','1791','joseph martin','nan','nan','13485','1200/sqmi (470/km2)','nan'
'virginia','city_of_newport_news','nan','nan','nan','nan','nan','nan','2699.62/sqmi (1042.33/km2)','nan'
'virginia','city_of_norfolk','http://www.norfolk.gov/','1682','nan','nan','nan','nan','4468/sqmi (1725/km2)','nan'
'virginia','city_of_norton','nan','1894','eckstein norton[1]','nan','nan','3687','490/sqmi (190/km2)','nan'
'virginia','city_of_petersburg','http://www.petersburgva.gov','december 17 1748','nan','nan','nan','33458','1500/sqmi (560/km2)','nan'
'virginia','city_of_poquoson','nan','1631','nan','nan','nan','nan','811.20/sqmi (313.21/km2)','nan'
'virginia','city_of_portsmouth','nan','1752','nan','nan','nan','97915 [1]','2940.39/sqmi (1135.29/km2)','nan'
'virginia','city_of_radford','nan','1887','john b. radford','nan','nan','16070','1600/sqmi (620/km2)','nan'
'virginia','city_of_richmond','https://rva.gov','nan','richmond united kingdom','nan','nan','nan','3782/sqmi (1484.75/km2)','nan'
'virginia','city_of_roanoke','https://www.roanokeva.gov','nan','roanoke river','nan','nan','nan','2300/sqmi (900/km2)','nan'
'virginia','city_of_salem','http://www.salemva.gov/','nan','nan','nan','nan','25346','1700/sqmi (670/km2)','nan'
'virginia','city_of_staunton','nan','nan','nan','nan','nan','25750','1300/sqmi (500/km2)','nan'
'virginia','city_of_suffolk','nan','1742','nan','nan','nan','nan','220/sqmi (85/km2)','nan'
'virginia','city_of_virginia_beach','http://www.vbgov.com/','nan','nan','nan','nan','nan','1877.53/sqmi (724.92/km2)','nan'
'virginia','city_of_waynesboro','nan','nan','nan','nan','nan','22196','1500/sqmi (570/km2)','nan'
'virginia','city_of_williamsburg','http://www.williamsburgva.gov/','1632','nan','nan','nan','15425','1700/sqmi (650/km2)','nan'
'virginia','city_of_winchester','nan','1744','nan','nan','nan','28120','3100/sqmi (1200/km2)','nan'
'washington','adams_county','http://www.co.adams.wa.us','november 28 1883','john adams','ritzville','othello','20613','10/sqmi (4/km2)','4th'
'washington','asotin_county','http://www.co.asotin.wa.us','october 27 1883','nan','asotin','clarkston','22285','35/sqmi (14/km2)','5th'
'washington','benton_county','http://www.co.benton.wa.us','march 8 1905','thomas hart benton','prosser','kennewick','206873','110/sqmi (40/km2)','4th'
'washington','chelan_county','http://www.co.chelan.wa.us','march 13 1899','nan','wenatchee','wenatchee','79074','26/sqmi (10/km2)','8th'
'washington','clallam_county','http://www.clallam.net','april 26 1854','nan','port angeles','port angeles','77155','44.4/sqmi (17.1/km2)','6th'
'washington','clark_county','http://www.clark.wa.gov','august 20 1845','william clark','vancouver','vancouver','503311','717/sqmi (277/km2)','3rd'
'washington','columbia_county','http://www.columbiaco.com','november 11 1875','columbia river','dayton','dayton','3952','4.6/sqmi (1.8/km2)','5th'
'washington','cowlitz_county','http://www.co.cowlitz.wa.us','april 21 1854','nan','kelso','longview','110730','90/sqmi (30/km2)','3rd'
'washington','douglas_county','http://www.douglascountywa.net','november 28 1883','stephen a. douglas','waterville','east wenatchee','42938','22/sqmi (8/km2)','4th'
'washington','ferry_county','http://www.ferry-county.com/','february 21 1899','elisha p. ferry','republic','republic','7178','3.5/sqmi (1.4/km2)','5th'
'washington','franklin_county','http://www.co.franklin.wa.us','november 28 1883','benjamin franklin','pasco','pasco','96749','71/sqmi (27/km2)','4th'
'washington','garfield_county','http://www.co.garfield.wa.us','november 29 1881','james a. garfield','pomeroy','pomeroy','2286','3.1/sqmi (1.2/km2)','5th'
'washington','grant_county','http://www.grantcountywa.gov','february 24 1909','ulysses s. grant','ephrata','moses lake','99123','35/sqmi (14/km2)','4th'
'washington','grays_harbor_county','http://www.co.grays-harbor.wa.us','april 14 1854','grays harbor','montesano','aberdeen','75636','38.3/sqmi (14.8/km2)','6th'
'washington','island_county','http://www.islandcountywa.gov','1852','nan','coupeville','oak harbor','86857','381/sqmi (147/km2)','2nd'
'washington','jefferson_county','http://www.co.jefferson.wa.us','december 22 1852','thomas jefferson','port townsend','port townsend','32977','17/sqmi (7/km2)','6th'
'washington','king_county','http://www.kingcounty.gov/','december 22 1852','william r. king (1852–2005)martin luther king jr. (since 2005)','seattle','seattle','2269675','980/sqmi (380/km2)','nan'
